"speech"	"bigram"	"n"	"tf"	"idf"	"tf_idf"
"49"	"22"	"my preacher"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"50"	"22"	"oh what"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"51"	"22"	"okay strolling"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"52"	"22"	"on everyone's"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"53"	"22"	"out today"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"54"	"22"	"park everyone's"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"55"	"22"	"picnics and"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"56"	"22"	"preacher said"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"57"	"22"	"roller skaters"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"58"	"22"	"said don't"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"59"	"22"	"skaters friends"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"60"	"22"	"spray the"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"61"	"22"	"strolling along"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"62"	"22"	"sunbathers everyone's"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"63"	"22"	"tea did"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"64"	"22"	"the bug"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"65"	"22"	"the daisies"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"66"	"22"	"the flies"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"67"	"22"	"the gators"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"68"	"22"	"the iced"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"69"	"22"	"the palm"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"70"	"22"	"tree did"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"71"	"22"	"well fed"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"72"	"22"	"whistling everyone"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"73"	"22"	"whistling laughter"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"74"	"22"	"who cares"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"75"	"22"	"winter here"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"76"	"22"	"worry the"	1	0.00757575757575758	4.21950770517611	0.0319659674634554
"77"	"12"	"black hole"	22	0.00746015598507969	4.21950770517611	0.0314781856608594
"78"	"68"	"clouds are"	15	0.00841278743690409	3.52636052461616	0.0296665215194854
"79"	"27"	"the iceberg"	3	0.00683371298405467	4.21950770517611	0.0288349045911807
"80"	"62"	"nitric oxide"	15	0.00666370501999112	4.21950770517611	0.0281175546768732
"81"	"43"	"ice sheet"	16	0.0114531138153185	2.42774823594805	0.0278052768612518
"82"	"22"	"all wrong"	1	0.00757575757575758	3.52636052461616	0.0267148524592133
"83"	"22"	"along in"	1	0.00757575757575758	3.52636052461616	0.0267148524592133
"84"	"22"	"friends and"	1	0.00757575757575758	3.52636052461616	0.0267148524592133
"85"	"22"	"glorious day"	1	0.00757575757575758	3.52636052461616	0.0267148524592133
"86"	"22"	"happy and"	1	0.00757575757575758	3.52636052461616	0.0267148524592133
"87"	"22"	"i brought"	1	0.00757575757575758	3.52636052461616	0.0267148524592133
"88"	"22"	"in central"	1	0.00757575757575758	3.52636052461616	0.0267148524592133
"89"	"22"	"palm tree"	1	0.00757575757575758	3.52636052461616	0.0267148524592133
"90"	"22"	"so who"	1	0.00757575757575758	3.52636052461616	0.0267148524592133
"91"	"22"	"you worry"	1	0.00757575757575758	3.52636052461616	0.0267148524592133
"92"	"62"	"vitamin d"	14	0.00621945801865837	4.21950770517611	0.0262430510317483
"93"	"65"	"you place"	4	0.00606980273141123	4.21950770517611	0.0256115793940887
"94"	"22"	"applause i"	1	0.00757575757575758	3.120895416508	0.0236431470947576
"95"	"22"	"day for"	1	0.00757575757575758	3.120895416508	0.0236431470947576
"96"	"22"	"you bring"	1	0.00757575757575758	3.120895416508	0.0236431470947576
"97"	"62"	"the skin"	15	0.00666370501999112	3.52636052461616	0.0234986263301832
"98"	"61"	"feeds the"	2	0.00526315789473684	4.21950770517611	0.0222079352904006
"99"	"61"	"so big"	2	0.00526315789473684	4.21950770517611	0.0222079352904006
"100"	"61"	"storm chasing"	2	0.00526315789473684	4.21950770517611	0.0222079352904006
"101"	"61"	"that feeds"	2	0.00526315789473684	4.21950770517611	0.0222079352904006
"102"	"61"	"under them"	2	0.00526315789473684	4.21950770517611	0.0222079352904006
"103"	"66"	"montreal protocol"	7	0.00512445095168375	4.21950770517611	0.0216226602754266
"104"	"66"	"the montreal"	7	0.00512445095168375	4.21950770517611	0.0216226602754266
"105"	"22"	"all in"	1	0.00757575757575758	2.83321334405622	0.0214637374549713
"106"	"22"	"bring the"	1	0.00757575757575758	2.83321334405622	0.0214637374549713
"107"	"22"	"don't you"	1	0.00757575757575758	2.83321334405622	0.0214637374549713
"108"	"22"	"scientists have"	1	0.00757575757575758	2.83321334405622	0.0214637374549713
"109"	"22"	"wrong and"	1	0.00757575757575758	2.83321334405622	0.0214637374549713
"110"	"22"	"your head"	1	0.00757575757575758	2.83321334405622	0.0214637374549713
"111"	"65"	"i use"	4	0.00606980273141123	3.52636052461616	0.0214043127442559
"112"	"65"	"place it"	4	0.00606980273141123	3.52636052461616	0.0214043127442559
"113"	"55"	"time lapse"	6	0.00753768844221105	2.83321334405622	0.0213558794778107
"114"	"43"	"the aquifer"	7	0.00501073729420186	4.21950770517611	0.021142844621498
"115"	"8"	"food system"	13	0.00665642601126472	3.120895416508	0.0207740094288807
"116"	"66"	"the ozone"	9	0.00658857979502196	3.120895416508	0.0205622684835812
"117"	"45"	"ice sheet"	17	0.00842835894893406	2.42774823594805	0.0204619335702116
"118"	"30"	"open your"	5	0.00483091787439614	4.21950770517611	0.0203840951940875
"119"	"34"	"liquid metal"	11	0.00568475452196382	3.52636052461616	0.0200464939383864
"120"	"68"	"climate models"	10	0.00560852495793606	3.52636052461616	0.0197776810129902
"121"	"22"	"applause chris"	1	0.00757575757575758	2.61006979274201	0.0197732560056213
"122"	"22"	"today the"	1	0.00757575757575758	2.61006979274201	0.0197732560056213
"123"	"43"	"the ice"	19	0.0136005726556908	1.44691898293633	0.0196789267543237
"124"	"67"	"the global"	20	0.0134680134680135	1.44691898293633	0.0194871243493108
"125"	"44"	"the arctic"	18	0.01171875	1.65455834771457	0.0193893556372801
"126"	"23"	"wal mart"	12	0.00456100342075257	4.21950770517611	0.0192451890772
"127"	"27"	"iceberg melts"	2	0.00455580865603645	4.21950770517611	0.0192232697274538
"128"	"27"	"iceberg that"	2	0.00455580865603645	4.21950770517611	0.0192232697274538
"129"	"65"	"a musical"	3	0.00455235204855842	4.21950770517611	0.0192086845455665
"130"	"65"	"a three"	3	0.00455235204855842	4.21950770517611	0.0192086845455665
"131"	"65"	"a weather"	3	0.00455235204855842	4.21950770517611	0.0192086845455665
"132"	"65"	"musical score"	3	0.00455235204855842	4.21950770517611	0.0192086845455665
"133"	"65"	"these scores"	3	0.00455235204855842	4.21950770517611	0.0192086845455665
"134"	"65"	"weather element"	3	0.00455235204855842	4.21950770517611	0.0192086845455665
"135"	"44"	"sea ice"	12	0.0078125	2.42774823594805	0.0189667830933442
"136"	"61"	"can grow"	2	0.00526315789473684	3.52636052461616	0.0185597922348219
"137"	"61"	"grow so"	2	0.00526315789473684	3.52636052461616	0.0185597922348219
"138"	"22"	"have it"	1	0.00757575757575758	2.42774823594805	0.0183920320905155
"139"	"22"	"on i"	1	0.00757575757575758	2.42774823594805	0.0183920320905155
"140"	"22"	"the scientists"	1	0.00757575757575758	2.42774823594805	0.0183920320905155
"141"	"22"	"what a"	1	0.00757575757575758	2.42774823594805	0.0183920320905155
"142"	"32"	"south bronx"	16	0.00514966205342774	3.52636052461616	0.0181595649803214
"143"	"52"	"rocks of"	10	0.00427167876975651	4.21950770517611	0.0180243814830248
"144"	"60"	"the clouds"	9	0.00564971751412429	3.120895416508	0.0176321774943955
"145"	"51"	"hydrogen sulfide"	15	0.00416088765603329	4.21950770517611	0.0175568975250046
"146"	"34"	"metal battery"	8	0.0041343669250646	4.21950770517611	0.0174449930963353
"147"	"35"	"abalone shell"	8	0.00413223140495868	4.21950770517611	0.0174359822527938
"148"	"49"	"the wolves"	9	0.00412844036697248	4.21950770517611	0.0174199859388004
"149"	"36"	"fusion is"	10	0.00409668168783286	4.21950770517611	0.0172859799474646
"150"	"36"	"the plasma"	10	0.00409668168783286	4.21950770517611	0.0172859799474646
"151"	"22"	"chris anderson"	1	0.00757575757575758	2.27359755612079	0.017224223910006
"152"	"22"	"it all"	1	0.00757575757575758	2.27359755612079	0.017224223910006
"153"	"59"	"this park"	5	0.00407166123778502	4.21950770517611	0.0171804059657008
"154"	"44"	"marine mammals"	6	0.00390625	4.21950770517611	0.0164824519733442
"155"	"61"	"them i"	2	0.00526315789473684	3.120895416508	0.0164257653500421
"156"	"35"	"periodic table"	9	0.00464876033057851	3.52636052461616	0.0163932049181536
"157"	"30"	"a gift"	4	0.00386473429951691	4.21950770517611	0.01630727615527
"158"	"30"	"gift that"	4	0.00386473429951691	4.21950770517611	0.01630727615527
"159"	"22"	"next to"	1	0.00757575757575758	2.14006616349627	0.0162126224507293
"160"	"27"	"the icebergs"	2	0.00455580865603645	3.52636052461616	0.0160654238023515
"161"	"65"	"three dimensional"	3	0.00455235204855842	3.52636052461616	0.0160532345581919
"162"	"38"	"poor people"	13	0.00613496932515337	2.61006979274201	0.0160126981149816
"163"	"65"	"made up"	4	0.00606980273141123	2.61006979274201	0.0158426087571594
"164"	"65"	"up of"	4	0.00606980273141123	2.61006979274201	0.0158426087571594
"165"	"66"	"ozone layer"	6	0.00439238653001464	3.52636052461616	0.0154891384682994
"166"	"9"	"democracy is"	7	0.00360453141091658	4.21950770517611	0.0152093480619118
"167"	"18"	"field campaign"	3	0.00359712230215827	4.21950770517611	0.0151780852704177
"168"	"43"	"aquifer water"	5	0.00357909806728704	4.21950770517611	0.0151020318724986
"169"	"62"	"blood pressure"	8	0.00355397601066193	4.21950770517611	0.014996029160999
"170"	"39"	"of bees"	8	0.0035288928098809	4.21950770517611	0.014890190402033
"171"	"12"	"the universe"	20	0.00678195998643608	2.14006616349627	0.0145138430891575
"172"	"67"	"the commons"	6	0.00404040404040404	3.52636052461616	0.0142479213115805
"173"	"33"	"of oil"	14	0.00403458213256484	3.52636052461616	0.0142273911655983
"174"	"65"	"of weather"	3	0.00455235204855842	3.120895416508	0.0142074146426768
"175"	"65"	"the form"	3	0.00455235204855842	3.120895416508	0.0142074146426768
"176"	"68"	"high clouds"	6	0.00336511497476164	4.21950770517611	0.0141991285648102
"177"	"19"	"calving face"	10	0.0033478406427854	4.21950770517611	0.0141262393879347
"178"	"7"	"organized crime"	9	0.0033457249070632	4.21950770517611	0.0141173120247528
"179"	"62"	"heart disease"	9	0.00399822301199467	3.52636052461616	0.0140991757981099
"180"	"38"	"little bottle"	7	0.00330344502123643	4.21950770517611	0.0139389117207328
"181"	"61"	"sky and"	2	0.00526315789473684	2.61006979274201	0.0137372094354842
"182"	"44"	"seasonal sea"	5	0.00325520833333333	4.21950770517611	0.0137353766444535
"183"	"44"	"the underwater"	5	0.00325520833333333	4.21950770517611	0.0137353766444535
"184"	"30"	"by your"	4	0.00386473429951691	3.52636052461616	0.0136284464719465
"185"	"1"	"complex systems"	7	0.00382513661202186	3.52636052461616	0.0134888107498979
"186"	"10"	"picture of"	15	0.00513698630136986	2.61006979274201	0.013407892770935
"187"	"57"	"the oldest"	10	0.00427350427350427	3.120895416508	0.0133371598996068
"188"	"26"	"life support"	8	0.00313234142521535	4.21950770517611	0.0132169387789385
"189"	"26"	"support system"	8	0.00313234142521535	4.21950770517611	0.0132169387789385
"190"	"22"	"laughter applause"	1	0.00757575757575758	1.73460105538811	0.0131409170862735
"191"	"34"	"the battery"	6	0.00310077519379845	4.21950770517611	0.0130837448222515
"192"	"35"	"solar cell"	6	0.00309917355371901	4.21950770517611	0.0130769866895954
"193"	"11"	"the clock"	12	0.00309039402523822	4.21950770517611	0.0130399414015229
"194"	"9"	"in iraq"	6	0.00308959835221421	4.21950770517611	0.0130365840530673
"195"	"39"	"bees are"	7	0.00308778120864579	4.21950770517611	0.0130289166017789
"196"	"65"	"and together"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"197"	"65"	"art museum"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"198"	"65"	"art versus"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"199"	"65"	"be read"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"200"	"65"	"bead every"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"201"	"65"	"data every"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"202"	"65"	"dimensional graph"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"203"	"65"	"every colored"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"204"	"65"	"forms like"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"205"	"65"	"museum it"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"206"	"65"	"my translation"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"207"	"65"	"natural reed"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"208"	"65"	"read as"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"209"	"65"	"these clipboards"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"210"	"65"	"these numbers"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"211"	"65"	"vertical elements"	2	0.00303490136570561	4.21950770517611	0.0128057896970443
"212"	"18"	"atmospheric system"	3	0.00359712230215827	3.52636052461616	0.0126847500885473
"213"	"7"	"eastern europe"	8	0.00297397769516729	4.21950770517611	0.0125487217997802
"214"	"22"	"are all"	1	0.00757575757575758	1.65455834771457	0.0125345329372316
"215"	"22"	"of your"	1	0.00757575757575758	1.65455834771457	0.0125345329372316
"216"	"22"	"i have"	2	0.0151515151515152	0.818310323513951	0.0123986412653629
"217"	"66"	"ozone hole"	4	0.00292825768667643	4.21950770517611	0.0123558058716723
"218"	"30"	"makes you"	3	0.00289855072463768	4.21950770517611	0.0122304571164525
"219"	"43"	"greenland ice"	6	0.00429491768074445	2.83321334405622	0.0121684180847082
"220"	"43"	"the greenland"	6	0.00429491768074445	2.83321334405622	0.0121684180847082
"221"	"35"	"what if"	9	0.00464876033057851	2.61006979274201	0.0121335889125403
"222"	"64"	"the forest"	9	0.00499168053244592	2.42774823594805	0.0121185436070618
"223"	"43"	"for how"	4	0.00286327845382963	4.21950770517611	0.0120816254979989
"224"	"43"	"ice flows"	4	0.00286327845382963	4.21950770517611	0.0120816254979989
"225"	"43"	"the crevasse"	4	0.00286327845382963	4.21950770517611	0.0120816254979989
"226"	"30"	"your heart"	4	0.00386473429951691	3.120895416508	0.0120614315613836
"227"	"46"	"my mum"	5	0.00284090909090909	4.21950770517611	0.0119872377987958
"228"	"38"	"cancer alley"	6	0.00283152430391694	4.21950770517611	0.011947638617771
"229"	"65"	"becomes a"	3	0.00455235204855842	2.61006979274201	0.0118819565678695
"230"	"64"	"of fire"	5	0.00277315585135885	4.21950770517611	0.0117013524824629
"231"	"64"	"prescribed burning"	5	0.00277315585135885	4.21950770517611	0.0117013524824629
"232"	"12"	"big bang"	11	0.00373007799253984	3.120895416508	0.011641183310135
"233"	"65"	"every single"	4	0.00606980273141123	1.91692261218206	0.0116353421073266
"234"	"28"	"ooh ooh"	9	0.00274473924977127	4.21950770517611	0.0115814484131092
"235"	"21"	"geo engineering"	9	0.00273805902038333	4.21950770517611	0.0115532611337344
"236"	"41"	"my mother's"	3	0.00327153762268266	3.52636052461616	0.0115366211274247
"237"	"1"	"ownership networks"	5	0.00273224043715847	4.21950770517611	0.0115287095769839
"238"	"1"	"the tncs"	5	0.00273224043715847	4.21950770517611	0.0115287095769839
"239"	"41"	"in greenland"	4	0.00436205016357688	2.61006979274201	0.0113852553663773
"240"	"67"	"social contract"	4	0.00269360269360269	4.21950770517611	0.0113656773203397
"241"	"54"	"believe what"	4	0.00268096514745308	4.21950770517611	0.0113123530969869
"242"	"19"	"the calving"	8	0.00267827251422832	4.21950770517611	0.0113009915103478
"243"	"63"	"no water"	4	0.0032	3.52636052461616	0.0112843536787717
"244"	"35"	"a virus"	7	0.00361570247933884	3.120895416508	0.0112842292952252
"245"	"62"	"of nitric"	6	0.00266548200799645	4.21950770517611	0.0112470218707493
"246"	"18"	"the atmospheric"	3	0.00359712230215827	3.120895416508	0.0112262425054244
"247"	"18"	"the weight"	3	0.00359712230215827	3.120895416508	0.0112262425054244
"248"	"18"	"weight of"	3	0.00359712230215827	3.120895416508	0.0112262425054244
"249"	"39"	"the pollen"	6	0.00264666960741068	4.21950770517611	0.0111676428015248
"250"	"11"	"the mountain"	19	0.00489312387329385	2.27359755612079	0.0111249944801172
"251"	"61"	"2008 after"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"252"	"61"	"65,000 feet"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"253"	"61"	"a shinnecock"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"254"	"61"	"all daylight"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"255"	"61"	"although only"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"256"	"61"	"and ominous"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"257"	"61"	"and reach"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"258"	"61"	"and spectacular"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"259"	"61"	"and spin"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"260"	"61"	"and undulate"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"261"	"61"	"be straight"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"262"	"61"	"become lovely"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"263"	"61"	"big blocking"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"264"	"61"	"big up"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"265"	"61"	"blocking all"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"266"	"61"	"blowing at"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"267"	"61"	"blues i've"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"268"	"61"	"but understand"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"269"	"61"	"cell capable"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"270"	"61"	"charged particles"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"271"	"61"	"chasing in"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"272"	"61"	"chasing is"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"273"	"61"	"cloud but"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"274"	"61"	"cloud called"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"275"	"61"	"clouds can"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"276"	"61"	"clouds of"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"277"	"61"	"clouds they"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"278"	"61"	"colors in"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"279"	"61"	"continued exploration"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"280"	"61"	"create our"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"281"	"61"	"dark and"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"282"	"61"	"daughter said"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"283"	"61"	"day there"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"284"	"61"	"daylight making"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"285"	"61"	"driving very"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"286"	"61"	"even this"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"287"	"61"	"excites me"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"288"	"61"	"experience there's"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"289"	"61"	"fast i"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"290"	"61"	"feet into"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"291"	"61"	"fishing tribe"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"292"	"61"	"forces the"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"293"	"61"	"forming the"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"294"	"61"	"galaxy our"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"295"	"61"	"giant cloud"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"296"	"61"	"girl my"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"297"	"61"	"grandfather's lesson"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"298"	"61"	"grandfather took"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"299"	"61"	"grapefruit size"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"300"	"61"	"grass the"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"301"	"61"	"greens and"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"302"	"61"	"hail and"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"303"	"61"	"hail forming"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"304"	"61"	"hair used"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"305"	"61"	"i'm photographing"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"306"	"61"	"illustrate the"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"307"	"61"	"indian i"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"308"	"61"	"interconnected as"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"309"	"61"	"interconnection of"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"310"	"61"	"island near"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"311"	"61"	"kidding laughter"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"312"	"61"	"lamp like"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"313"	"61"	"later driving"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"314"	"61"	"lava lamp"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"315"	"61"	"lesson as"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"316"	"61"	"lightning my"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"317"	"61"	"like mammatus"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"318"	"61"	"long island"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"319"	"61"	"look do"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"320"	"61"	"lovely monsters"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"321"	"61"	"mammatus clouds"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"322"	"61"	"moist wind"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"323"	"61"	"mom you"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"324"	"61"	"monsters when"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"325"	"61"	"movement the"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"326"	"61"	"my continued"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
"327"	"61"	"my grandfather's"	1	0.00263157894736842	4.21950770517611	0.0111039676452003
